,area_title,fips_county,qualifying_area,criteria
794,"Reeves County, Texas",48389,msa_or_county,fossil_employment
795,"Terre Haute, IN MSA",18021,msa_or_county,fossil_employment
796,"Terre Haute, IN MSA",18153,msa_or_county,fossil_employment
797,"Terre Haute, IN MSA",18165,msa_or_county,fossil_employment
798,"Terre Haute, IN MSA",18167,msa_or_county,fossil_employment
799,"Woodson County, Kansas",20207,msa_or_county,fossil_employment
800,"Knox County, Kentucky",21121,msa_or_county,fossil_employment
801,"Bradford County, Pennsylvania",42015,msa_or_county,fossil_employment
802,"Yankton County, South Dakota",46135,msa_or_county,fossil_employment
803,"Wright County, Missouri",29229,msa_or_county,fossil_employment
804,"Roosevelt County, Montana",30085,msa_or_county,fossil_employment
805,"Logan County, West Virginia",54045,msa_or_county,fossil_employment
806,"Scott County, Missouri",29201,msa_or_county,fossil_employment
807,"Grand Rapids-Wyoming, MI MSA",26015,msa_or_county,fossil_employment
808,"Grand Rapids-Wyoming, MI MSA",26081,msa_or_county,fossil_employment
809,"Grand Rapids-Wyoming, MI MSA",26117,msa_or_county,fossil_employment
810,"Grand Rapids-Wyoming, MI MSA",26139,msa_or_county,fossil_employment
811,"Modesto, CA MSA",06099,msa_or_county,fossil_employment
812,"Weston County, Wyoming",56045,msa_or_county,fossil_employment
813,"Vineland-Bridgeton, NJ MSA",34011,msa_or_county,fossil_employment
814,"Akron, OH MSA",39133,msa_or_county,fossil_employment
815,"Akron, OH MSA",39153,msa_or_county,fossil_employment
816,"Youngstown-Warren-Boardman, OH-PA MSA",39099,msa_or_county,fossil_employment
817,"Youngstown-Warren-Boardman, OH-PA MSA",39155,msa_or_county,fossil_employment
818,"Youngstown-Warren-Boardman, OH-PA MSA",42085,msa_or_county,fossil_employment
819,"Buchanan County, Virginia",51027,msa_or_county,fossil_employment
820,"Chautauqua County, New York",36013,msa_or_county,fossil_employment
821,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",27003,msa_or_county,fossil_employment
822,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",27019,msa_or_county,fossil_employment
823,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",27025,msa_or_county,fossil_employment
824,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",27037,msa_or_county,fossil_employment
825,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",27053,msa_or_county,fossil_employment
826,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",27059,msa_or_county,fossil_employment
827,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",27079,msa_or_county,fossil_employment
828,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",27095,msa_or_county,fossil_employment
829,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",27123,msa_or_county,fossil_employment
830,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",27139,msa_or_county,fossil_employment
831,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",27141,msa_or_county,fossil_employment
832,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",27143,msa_or_county,fossil_employment
833,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",27163,msa_or_county,fossil_employment
834,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",27171,msa_or_county,fossil_employment
835,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",55093,msa_or_county,fossil_employment
836,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",55109,msa_or_county,fossil_employment
837,"Harrison County, West Virginia",54033,msa_or_county,fossil_employment
838,"Bismarck, ND MSA",38015,msa_or_county,fossil_employment
839,"Bismarck, ND MSA",38059,msa_or_county,fossil_employment
840,"Bismarck, ND MSA",38065,msa_or_county,fossil_employment
841,"Bismarck, ND MSA",38085,msa_or_county,fossil_employment
842,"Charleston, WV MSA",54005,msa_or_county,fossil_employment
843,"Charleston, WV MSA",54015,msa_or_county,fossil_employment
844,"Charleston, WV MSA",54039,msa_or_county,fossil_employment
845,"McAllen-Edinburg-Mission, TX MSA",48215,msa_or_county,fossil_employment
846,"Fountain County, Indiana",18045,msa_or_county,fossil_employment
847,"McNairy County, Tennessee",47109,msa_or_county,fossil_employment
848,"Knott County, Kentucky",21119,msa_or_county,fossil_employment
849,"Palo Alto County, Iowa",19147,msa_or_county,fossil_employment
850,"Williams County, North Dakota",38105,msa_or_county,fossil_employment
851,"Lee County, North Carolina",37105,msa_or_county,fossil_employment
852,"Custer County, Montana",30017,msa_or_county,fossil_employment
853,"Rockingham County, New Hampshire",33015,msa_or_county,fossil_employment
854,"Taos County, New Mexico",35055,msa_or_county,fossil_employment
855,"Amite County, Mississippi",28005,msa_or_county,fossil_employment
856,"Seminole County, Oklahoma",40133,msa_or_county,fossil_employment
857,"Clinton County, Kentucky",21053,msa_or_county,fossil_employment
858,"Bedford County, Pennsylvania",42009,msa_or_county,fossil_employment
859,"Fergus County, Montana",30027,msa_or_county,fossil_employment
860,"Laurel County, Kentucky",21125,msa_or_county,fossil_employment
861,"Stoddard County, Missouri",29207,msa_or_county,fossil_employment
862,"Dothan, AL MSA",01061,msa_or_county,fossil_employment
863,"Dothan, AL MSA",01067,msa_or_county,fossil_employment
864,"Dothan, AL MSA",01069,msa_or_county,fossil_employment
865,"Detroit-Warren-Dearborn, MI MSA",26087,msa_or_county,fossil_employment
866,"Detroit-Warren-Dearborn, MI MSA",26093,msa_or_county,fossil_employment
867,"Detroit-Warren-Dearborn, MI MSA",26099,msa_or_county,fossil_employment
868,"Detroit-Warren-Dearborn, MI MSA",26125,msa_or_county,fossil_employment
869,"Detroit-Warren-Dearborn, MI MSA",26147,msa_or_county,fossil_employment
870,"Detroit-Warren-Dearborn, MI MSA",26163,msa_or_county,fossil_employment
871,"Longview, TX MSA",48183,msa_or_county,fossil_employment
872,"Longview, TX MSA",48401,msa_or_county,fossil_employment
873,"Longview, TX MSA",48459,msa_or_county,fossil_employment
874,"Wabash County, Illinois",17185,msa_or_county,fossil_employment
875,"Adams County, Ohio",39001,msa_or_county,fossil_employment
876,"Ward County, Texas",48475,msa_or_county,fossil_employment
877,"San Antonio-New Braunfels, TX MSA",48013,msa_or_county,fossil_employment
878,"San Antonio-New Braunfels, TX MSA",48019,msa_or_county,fossil_employment
879,"San Antonio-New Braunfels, TX MSA",48029,msa_or_county,fossil_employment
880,"San Antonio-New Braunfels, TX MSA",48091,msa_or_county,fossil_employment
881,"San Antonio-New Braunfels, TX MSA",48187,msa_or_county,fossil_employment
882,"San Antonio-New Braunfels, TX MSA",48259,msa_or_county,fossil_employment
883,"San Antonio-New Braunfels, TX MSA",48325,msa_or_county,fossil_employment
884,"San Antonio-New Braunfels, TX MSA",48493,msa_or_county,fossil_employment
885,"Siskiyou County, California",6093,msa_or_county,fossil_employment
886,"Putnam County, Ohio",39137,msa_or_county,fossil_employment
887,"McCracken County, Kentucky",21145,msa_or_county,fossil_employment
888,"Adair County, Iowa",19001,msa_or_county,fossil_employment
889,"Cumberland, MD-WV MSA",24001,msa_or_county,fossil_employment
890,"Cumberland, MD-WV MSA",54057,msa_or_county,fossil_employment
891,"North Slope Borough, Alaska",2185,msa_or_county,fossil_employment
892,"Jefferson Davis Parish, Louisiana",22053,msa_or_county,fossil_employment
893,"Pontotoc County, Oklahoma",40123,msa_or_county,fossil_employment
894,"Lauderdale County, Mississippi",28075,msa_or_county,fossil_employment
895,"La Plata County, Colorado",8067,msa_or_county,fossil_employment
896,"Franklin Parish, Louisiana",22041,msa_or_county,fossil_employment
897,"Jefferson County, Pennsylvania",42065,msa_or_county,fossil_employment
898,"Jefferson Davis County, Mississippi",28065,msa_or_county,fossil_employment
899,"Sheridan County, Montana",30091,msa_or_county,fossil_employment
900,"Mingo County, West Virginia",54059,msa_or_county,fossil_employment
901,"El Paso, TX MSA",48141,msa_or_county,fossil_employment
902,"El Paso, TX MSA",48229,msa_or_county,fossil_employment
903,"Marion County, Alabama",1093,msa_or_county,fossil_employment
904,"Union County, Kentucky",21225,msa_or_county,fossil_employment
905,"Harrison County, Texas",48203,msa_or_county,fossil_employment
906,"Weirton-Steubenville, WV-OH MSA",39081,msa_or_county,fossil_employment
907,"Weirton-Steubenville, WV-OH MSA",54009,msa_or_county,fossil_employment
908,"Weirton-Steubenville, WV-OH MSA",54029,msa_or_county,fossil_employment
909,"Silver Bow County, Montana",30093,msa_or_county,fossil_employment
910,"Fayette County, Illinois",17051,msa_or_county,fossil_employment
911,"Pemiscot County, Missouri",29155,msa_or_county,fossil_employment
912,"Sweetwater County, Wyoming",56037,msa_or_county,fossil_employment
913,"San Angelo, TX MSA",48235,msa_or_county,fossil_employment
914,"San Angelo, TX MSA",48451,msa_or_county,fossil_employment
915,"Carbon County, Wyoming",56007,msa_or_county,fossil_employment
916,"Scurry County, Texas",48415,msa_or_county,fossil_employment
917,"Attala County, Mississippi",28007,msa_or_county,fossil_employment
918,"Shelby County, Texas",48419,msa_or_county,fossil_employment
919,"Richland County, Montana",30083,msa_or_county,fossil_employment
920,"Adams County, Mississippi",28001,msa_or_county,fossil_employment
921,"Boone County, Arkansas",5009,msa_or_county,fossil_employment
922,"McLean County, North Dakota",38055,msa_or_county,fossil_employment
923,"Barbour County, West Virginia",54001,msa_or_county,fossil_employment
924,"Marshall County, Minnesota",27089,msa_or_county,fossil_employment
925,"Tyler County, Texas",48457,msa_or_county,fossil_employment
926,"Green Bay, WI MSA",55009,msa_or_county,fossil_employment
927,"Green Bay, WI MSA",55061,msa_or_county,fossil_employment
928,"Green Bay, WI MSA",55083,msa_or_county,fossil_employment
929,"Abilene, TX MSA",48059,msa_or_county,fossil_employment
930,"Abilene, TX MSA",48253,msa_or_county,fossil_employment
931,"Abilene, TX MSA",48441,msa_or_county,fossil_employment
932,"Archuleta County, Colorado",8007,msa_or_county,fossil_employment
933,"Quay County, New Mexico",35037,msa_or_county,fossil_employment
934,"Magoffin County, Kentucky",21153,msa_or_county,fossil_employment
935,"Barton County, Kansas",20009,msa_or_county,fossil_employment
936,"Pottawatomie County, Oklahoma",40125,msa_or_county,fossil_employment
937,"Anderson County, Kansas",20003,msa_or_county,fossil_employment
938,"Big Horn County, Montana",30003,msa_or_county,fossil_employment
939,"Ouachita County, Arkansas",5103,msa_or_county,fossil_employment
940,"Polk County, Texas",48373,msa_or_county,fossil_employment
941,"Montgomery County, Kentucky",21173,msa_or_county,fossil_employment
942,"Natchitoches Parish, Louisiana",22069,msa_or_county,fossil_employment
943,"Choctaw County, Mississippi",28019,msa_or_county,fossil_employment
944,"Beauregard Parish, Louisiana",22011,msa_or_county,fossil_employment
945,"St. Louis, MO-IL MSA",17005,msa_or_county,fossil_employment
946,"St. Louis, MO-IL MSA",17013,msa_or_county,fossil_employment
947,"St. Louis, MO-IL MSA",17027,msa_or_county,fossil_employment
948,"St. Louis, MO-IL MSA",17083,msa_or_county,fossil_employment
949,"St. Louis, MO-IL MSA",17117,msa_or_county,fossil_employment
950,"St. Louis, MO-IL MSA",17119,msa_or_county,fossil_employment
951,"St. Louis, MO-IL MSA",17133,msa_or_county,fossil_employment
952,"St. Louis, MO-IL MSA",17163,msa_or_county,fossil_employment
953,"St. Louis, MO-IL MSA",29071,msa_or_county,fossil_employment
954,"St. Louis, MO-IL MSA",29099,msa_or_county,fossil_employment
955,"St. Louis, MO-IL MSA",29113,msa_or_county,fossil_employment
956,"St. Louis, MO-IL MSA",29183,msa_or_county,fossil_employment
957,"St. Louis, MO-IL MSA",29189,msa_or_county,fossil_employment
958,"St. Louis, MO-IL MSA",29219,msa_or_county,fossil_employment
959,"St. Louis, MO-IL MSA",29510,msa_or_county,fossil_employment
960,"Wilson County, Kansas",20205,msa_or_county,fossil_employment
961,"Roger Mills County, Oklahoma",40129,msa_or_county,fossil_employment
962,"DeWitt County, Texas",48123,msa_or_county,fossil_employment
963,"Toombs County, Georgia",13279,msa_or_county,fossil_employment
964,"Grand Junction, CO MSA",08077,msa_or_county,fossil_employment
965,"Missoula, MT MSA",30063,msa_or_county,fossil_employment
966,"Hill County, Texas",48217,msa_or_county,fossil_employment
967,"Sterling County, Texas",48431,msa_or_county,fossil_employment
968,"Wetzel County, West Virginia",54103,msa_or_county,fossil_employment
969,"Gainesville, GA MSA",13139,msa_or_county,fossil_employment
970,"Susquehanna County, Pennsylvania",42115,msa_or_county,fossil_employment
971,"Taney County, Missouri",29213,msa_or_county,fossil_employment
972,"Hemphill County, Texas",48211,msa_or_county,fossil_employment
973,"Morgan County, Colorado",8087,msa_or_county,fossil_employment
974,"Conway County, Arkansas",5029,msa_or_county,fossil_employment
975,"Lafayette, LA MSA",22001,msa_or_county,fossil_employment
976,"Lafayette, LA MSA",22045,msa_or_county,fossil_employment
977,"Lafayette, LA MSA",22055,msa_or_county,fossil_employment
978,"Lafayette, LA MSA",22099,msa_or_county,fossil_employment
979,"Lafayette, LA MSA",22113,msa_or_county,fossil_employment
980,"Clark County, Illinois",17023,msa_or_county,fossil_employment
981,"Bellingham, WA MSA",53073,msa_or_county,fossil_employment
982,"Odessa, TX MSA",48135,msa_or_county,fossil_employment
983,"Goldsboro, NC MSA",37191,msa_or_county,fossil_employment
984,"Caddo County, Oklahoma",40015,msa_or_county,fossil_employment
985,"Elizabethtown-Fort Knox, KY MSA",21093,msa_or_county,fossil_employment
986,"Elizabethtown-Fort Knox, KY MSA",21123,msa_or_county,fossil_employment
987,"Elizabethtown-Fort Knox, KY MSA",21163,msa_or_county,fossil_employment
988,"Hot Springs County, Wyoming",56017,msa_or_county,fossil_employment
989,"Wood County, Texas",48499,msa_or_county,fossil_employment
990,"Humboldt County, Iowa",19091,msa_or_county,fossil_employment
991,"St. Mary Parish, Louisiana",22101,msa_or_county,fossil_employment
992,"Chaves County, New Mexico",35005,msa_or_county,fossil_employment
993,"Richmond County, North Carolina",37153,msa_or_county,fossil_employment
994,"Pueblo, CO MSA",08101,msa_or_county,fossil_employment
995,"Canton-Massillon, OH MSA",39019,msa_or_county,fossil_employment
996,"Canton-Massillon, OH MSA",39151,msa_or_county,fossil_employment
997,"Phillips County, Arkansas",5107,msa_or_county,fossil_employment
998,"Marion County, Texas",48315,msa_or_county,fossil_employment
999,"Wise County, Virginia",51195,msa_or_county,fossil_employment
1000,"Jackson County, West Virginia",54035,msa_or_county,fossil_employment
1001,"Lawrence County, Illinois",17101,msa_or_county,fossil_employment
1002,"Gaines County, Texas",48165,msa_or_county,fossil_employment
1003,"Greenwood County, Kansas",20073,msa_or_county,fossil_employment
1004,"Red River County, Texas",48387,msa_or_county,fossil_employment
1005,"Dickenson County, Virginia",51051,msa_or_county,fossil_employment
1006,"McIntosh County, Oklahoma",40091,msa_or_county,fossil_employment
1007,"Bottineau County, North Dakota",38009,msa_or_county,fossil_employment
1008,"Tampa-St. Petersburg-Clearwater, FL MSA",12053,msa_or_county,fossil_employment
1009,"Tampa-St. Petersburg-Clearwater, FL MSA",12057,msa_or_county,fossil_employment
1010,"Tampa-St. Petersburg-Clearwater, FL MSA",12101,msa_or_county,fossil_employment
1011,"Tampa-St. Petersburg-Clearwater, FL MSA",12103,msa_or_county,fossil_employment
1012,"Pecos County, Texas",48371,msa_or_county,fossil_employment
1013,"Kleberg County, Texas",48273,msa_or_county,fossil_employment
1014,"Clare County, Michigan",26035,msa_or_county,fossil_employment
1015,"Evansville, IN-KY MSA",18129,msa_or_county,fossil_employment
1016,"Evansville, IN-KY MSA",18163,msa_or_county,fossil_employment
1017,"Evansville, IN-KY MSA",18173,msa_or_county,fossil_employment
1018,"Evansville, IN-KY MSA",21101,msa_or_county,fossil_employment
1019,"Jones County, Mississippi",28067,msa_or_county,fossil_employment
1020,"Greeley, CO MSA",08123,msa_or_county,fossil_employment
1021,"Washington County, Ohio",39167,msa_or_county,fossil_employment
1022,"Indiana County, Pennsylvania",42063,msa_or_county,fossil_employment
1023,"Dawson County, Montana",30021,msa_or_county,fossil_employment
1024,"Navarro County, Texas",48349,msa_or_county,fossil_employment
1025,"Teton County, Idaho",16081,msa_or_county,fossil_employment
1026,"Huntington-Ashland, WV-KY-OH MSA",21019,msa_or_county,fossil_employment
1027,"Huntington-Ashland, WV-KY-OH MSA",21089,msa_or_county,fossil_employment
1028,"Huntington-Ashland, WV-KY-OH MSA",39087,msa_or_county,fossil_employment
1029,"Huntington-Ashland, WV-KY-OH MSA",54011,msa_or_county,fossil_employment
1030,"Huntington-Ashland, WV-KY-OH MSA",54043,msa_or_county,fossil_employment
1031,"Huntington-Ashland, WV-KY-OH MSA",54079,msa_or_county,fossil_employment
1032,"Huntington-Ashland, WV-KY-OH MSA",54099,msa_or_county,fossil_employment
1033,"Winn Parish, Louisiana",22127,msa_or_county,fossil_employment
1034,"Kay County, Oklahoma",40071,msa_or_county,fossil_employment
1035,"Lima, OH MSA",39003,msa_or_county,fossil_employment
1036,"Columbia County, Arkansas",5027,msa_or_county,fossil_employment
1037,"Bowling Green, KY MSA",21003,msa_or_county,fossil_employment
1038,"Bowling Green, KY MSA",21031,msa_or_county,fossil_employment
1039,"Bowling Green, KY MSA",21061,msa_or_county,fossil_employment
1040,"Bowling Green, KY MSA",21227,msa_or_county,fossil_employment
1041,"Lee County, Virginia",51105,msa_or_county,fossil_employment
1042,"Mitchell County, North Carolina",37121,msa_or_county,fossil_employment
1043,"Greene County, Pennsylvania",42059,msa_or_county,fossil_employment
1044,"Pacific County, Washington",53049,msa_or_county,fossil_employment
1045,"Sherman-Denison, TX MSA",48181,msa_or_county,fossil_employment
1046,"Perry County, Kentucky",21193,msa_or_county,fossil_employment
1047,"McKenzie County, North Dakota",38053,msa_or_county,fossil_employment
1048,"Hammond, LA MSA",22105,msa_or_county,fossil_employment
1049,"Kahului-Wailuku-Lahaina, HI MSA",15005,msa_or_county,fossil_employment
1050,"Kahului-Wailuku-Lahaina, HI MSA",15009,msa_or_county,fossil_employment
1051,"Sebring, FL MSA",12055,msa_or_county,fossil_employment
1052,"Sebastian-Vero Beach, FL MSA",12061,msa_or_county,fossil_employment
1053,"New Bern, NC MSA",37049,msa_or_county,fossil_employment
1054,"New Bern, NC MSA",37103,msa_or_county,fossil_employment
1055,"New Bern, NC MSA",37137,msa_or_county,fossil_employment
1056,"Homosassa Springs, FL MSA",12017,msa_or_county,fossil_employment
1057,"Santa Maria-Santa Barbara, CA MSA",06083,msa_or_county,fossil_employment
1058,"The Villages, FL MSA",12119,msa_or_county,fossil_employment
1059,"Lake Havasu City-Kingman, AZ MSA",04015,msa_or_county,fossil_employment
