,area_text,geographic_level,state_code,geoid,year,local_area_unemployment,national_unemployment_rate_prev_year
39590,"Pawnee County, NE",county,31,133,2020,2.7,3.7
39591,"Pawnee County, NE",county,31,133,2021,1.8,8.1
39592,"Perkins County, NE",county,31,135,2020,1.8,3.7
39593,"Perkins County, NE",county,31,135,2021,1.4,8.1
39594,"Phelps County, NE",county,31,137,2020,2.9,3.7
39595,"Phelps County, NE",county,31,137,2021,1.7,8.1
39596,"Pierce County, NE",county,31,139,2020,3.2,3.7
39597,"Pierce County, NE",county,31,139,2021,2.1,8.1
39598,"Platte County, NE",county,31,141,2020,3.6,3.7
39599,"Platte County, NE",county,31,141,2021,2.1,8.1
39600,"Polk County, NE",county,31,143,2020,3.0,3.7
39601,"Polk County, NE",county,31,143,2021,1.9,8.1
39602,"Red Willow County, NE",county,31,145,2020,3.2,3.7
39603,"Red Willow County, NE",county,31,145,2021,2.0,8.1
39604,"Richardson County, NE",county,31,147,2020,3.2,3.7
39605,"Richardson County, NE",county,31,147,2021,2.4,8.1
39606,"Rock County, NE",county,31,149,2020,2.0,3.7
39607,"Rock County, NE",county,31,149,2021,1.3,8.1
39608,"Saline County, NE",county,31,151,2020,3.5,3.7
39609,"Saline County, NE",county,31,151,2021,2.3,8.1
39610,"Sarpy County, NE",county,31,153,2020,4.0,3.7
39611,"Sarpy County, NE",county,31,153,2021,2.4,8.1
39612,"Saunders County, NE",county,31,155,2020,3.6,3.7
39613,"Saunders County, NE",county,31,155,2021,2.2,8.1
39614,"Scotts Bluff County, NE",county,31,157,2020,4.1,3.7
39615,"Scotts Bluff County, NE",county,31,157,2021,2.8,8.1
39616,"Seward County, NE",county,31,159,2020,4.0,3.7
39617,"Seward County, NE",county,31,159,2021,2.5,8.1
39618,"Sheridan County, NE",county,31,161,2020,2.3,3.7
39619,"Sheridan County, NE",county,31,161,2021,1.8,8.1
39620,"Sherman County, NE",county,31,163,2020,3.1,3.7
39621,"Sherman County, NE",county,31,163,2021,2.1,8.1
39622,"Sioux County, NE",county,31,165,2020,2.2,3.7
39623,"Sioux County, NE",county,31,165,2021,1.8,8.1
39624,"Stanton County, NE",county,31,167,2020,3.2,3.7
39625,"Stanton County, NE",county,31,167,2021,2.1,8.1
39626,"Thayer County, NE",county,31,169,2020,2.7,3.7
39627,"Thayer County, NE",county,31,169,2021,1.7,8.1
39628,"Thomas County, NE",county,31,171,2020,4.0,3.7
39629,"Thomas County, NE",county,31,171,2021,2.6,8.1
39630,"Thurston County, NE",county,31,173,2020,5.1,3.7
39631,"Thurston County, NE",county,31,173,2021,3.3,8.1
39632,"Valley County, NE",county,31,175,2020,2.8,3.7
39633,"Valley County, NE",county,31,175,2021,2.1,8.1
39634,"Washington County, NE",county,31,177,2020,3.6,3.7
39635,"Washington County, NE",county,31,177,2021,2.3,8.1
39636,"Wayne County, NE",county,31,179,2020,2.8,3.7
39637,"Wayne County, NE",county,31,179,2021,1.9,8.1
39638,"Webster County, NE",county,31,181,2020,3.7,3.7
39639,"Webster County, NE",county,31,181,2021,2.0,8.1
39640,"Wheeler County, NE",county,31,183,2020,1.8,3.7
39641,"Wheeler County, NE",county,31,183,2021,1.2,8.1
39642,"York County, NE",county,31,185,2020,3.3,3.7
39643,"York County, NE",county,31,185,2021,1.9,8.1
39644,"Churchill County, NV",county,32,001,2020,5.7,3.7
39645,"Churchill County, NV",county,32,001,2021,3.5,8.1
39646,"Clark County, NV",county,32,003,2020,15.5,3.7
39647,"Clark County, NV",county,32,003,2021,8.3,8.1
39648,"Douglas County, NV",county,32,005,2020,8.9,3.7
39649,"Douglas County, NV",county,32,005,2021,4.5,8.1
39650,"Elko County, NV",county,32,007,2020,5.9,3.7
39651,"Elko County, NV",county,32,007,2021,3.3,8.1
39652,"Esmeralda County, NV",county,32,009,2020,5.3,3.7
39653,"Esmeralda County, NV",county,32,009,2021,3.8,8.1
39654,"Eureka County, NV",county,32,011,2020,3.5,3.7
39655,"Eureka County, NV",county,32,011,2021,2.6,8.1
39656,"Humboldt County, NV",county,32,013,2020,5.0,3.7
39657,"Humboldt County, NV",county,32,013,2021,3.4,8.1
39658,"Lander County, NV",county,32,015,2020,4.9,3.7
39659,"Lander County, NV",county,32,015,2021,3.6,8.1
39660,"Lincoln County, NV",county,32,017,2020,5.1,3.7
39661,"Lincoln County, NV",county,32,017,2021,3.4,8.1
39662,"Lyon County, NV",county,32,019,2020,8.9,3.7
39663,"Lyon County, NV",county,32,019,2021,5.2,8.1
39664,"Mineral County, NV",county,32,021,2020,5.8,3.7
39665,"Mineral County, NV",county,32,021,2021,3.8,8.1
39666,"Nye County, NV",county,32,023,2020,10.2,3.7
39667,"Nye County, NV",county,32,023,2021,6.1,8.1
39668,"Pershing County, NV",county,32,027,2020,4.8,3.7
39669,"Pershing County, NV",county,32,027,2021,3.6,8.1
39670,"Storey County, NV",county,32,029,2020,8.5,3.7
39671,"Storey County, NV",county,32,029,2021,4.6,8.1
39672,"Washoe County, NV",county,32,031,2020,8.2,3.7
39673,"Washoe County, NV",county,32,031,2021,4.3,8.1
39674,"White Pine County, NV",county,32,033,2020,4.2,3.7
39675,"White Pine County, NV",county,32,033,2021,3.0,8.1
39676,"Carson City, NV",county,32,510,2020,8.6,3.7
39677,"Carson City, NV",county,32,510,2021,4.8,8.1
39678,"Belknap County, NH",county,33,001,2020,7.0,3.7
39679,"Belknap County, NH",county,33,001,2021,3.7,8.1
39680,"Carroll County, NH",county,33,003,2020,7.7,3.7
39681,"Carroll County, NH",county,33,003,2021,3.8,8.1
39682,"Cheshire County, NH",county,33,005,2020,6.2,3.7
39683,"Cheshire County, NH",county,33,005,2021,3.9,8.1
39684,"Coos County, NH",county,33,007,2020,8.0,3.7
39685,"Coos County, NH",county,33,007,2021,4.4,8.1
39686,"Grafton County, NH",county,33,009,2020,5.9,3.7
39687,"Grafton County, NH",county,33,009,2021,3.3,8.1
39688,"Hillsborough County, NH",county,33,011,2020,7.0,3.7
39689,"Hillsborough County, NH",county,33,011,2021,3.6,8.1
39690,"Merrimack County, NH",county,33,013,2020,5.9,3.7
39691,"Merrimack County, NH",county,33,013,2021,3.2,8.1
39692,"Rockingham County, NH",county,33,015,2020,7.1,3.7
39693,"Rockingham County, NH",county,33,015,2021,3.5,8.1
39694,"Strafford County, NH",county,33,017,2020,6.3,3.7
39695,"Strafford County, NH",county,33,017,2021,3.3,8.1
39696,"Sullivan County, NH",county,33,019,2020,5.5,3.7
39697,"Sullivan County, NH",county,33,019,2021,3.3,8.1
39698,"Atlantic County, NJ",county,34,001,2020,17.2,3.7
39699,"Atlantic County, NJ",county,34,001,2021,9.5,8.1
39700,"Bergen County, NJ",county,34,003,2020,9.2,3.7
39701,"Bergen County, NJ",county,34,003,2021,6.0,8.1
39702,"Burlington County, NJ",county,34,005,2020,7.9,3.7
39703,"Burlington County, NJ",county,34,005,2021,5.3,8.1
39704,"Camden County, NJ",county,34,007,2020,9.7,3.7
39705,"Camden County, NJ",county,34,007,2021,6.8,8.1
39706,"Cape May County, NJ",county,34,009,2020,13.6,3.7
39707,"Cape May County, NJ",county,34,009,2021,8.9,8.1
39708,"Cumberland County, NJ",county,34,011,2020,10.4,3.7
39709,"Cumberland County, NJ",county,34,011,2021,7.7,8.1
39710,"Essex County, NJ",county,34,013,2020,11.3,3.7
39711,"Essex County, NJ",county,34,013,2021,8.0,8.1
39712,"Gloucester County, NJ",county,34,015,2020,8.9,3.7
39713,"Gloucester County, NJ",county,34,015,2021,6.0,8.1
39714,"Hudson County, NJ",county,34,017,2020,10.2,3.7
39715,"Hudson County, NJ",county,34,017,2021,6.8,8.1
39716,"Hunterdon County, NJ",county,34,019,2020,6.9,3.7
39717,"Hunterdon County, NJ",county,34,019,2021,4.6,8.1
39718,"Mercer County, NJ",county,34,021,2020,7.2,3.7
39719,"Mercer County, NJ",county,34,021,2021,5.2,8.1
39720,"Middlesex County, NJ",county,34,023,2020,8.5,3.7
39721,"Middlesex County, NJ",county,34,023,2021,5.7,8.1
39722,"Monmouth County, NJ",county,34,025,2020,8.6,3.7
39723,"Monmouth County, NJ",county,34,025,2021,5.5,8.1
39724,"Morris County, NJ",county,34,027,2020,7.5,3.7
39725,"Morris County, NJ",county,34,027,2021,5.0,8.1
39726,"Ocean County, NJ",county,34,029,2020,9.1,3.7
39727,"Ocean County, NJ",county,34,029,2021,6.0,8.1
39728,"Passaic County, NJ",county,34,031,2020,12.2,3.7
39729,"Passaic County, NJ",county,34,031,2021,8.4,8.1
39730,"Salem County, NJ",county,34,033,2020,9.3,3.7
39731,"Salem County, NJ",county,34,033,2021,7.3,8.1
39732,"Somerset County, NJ",county,34,035,2020,7.5,3.7
39733,"Somerset County, NJ",county,34,035,2021,5.1,8.1
39734,"Sussex County, NJ",county,34,037,2020,9.1,3.7
39735,"Sussex County, NJ",county,34,037,2021,5.9,8.1
39736,"Union County, NJ",county,34,039,2020,9.6,3.7
39737,"Union County, NJ",county,34,039,2021,6.7,8.1
39738,"Warren County, NJ",county,34,041,2020,8.2,3.7
39739,"Warren County, NJ",county,34,041,2021,5.5,8.1
39740,"Bernalillo County, NM",county,35,001,2020,7.7,3.7
39741,"Bernalillo County, NM",county,35,001,2021,6.2,8.1
39742,"Catron County, NM",county,35,003,2020,7.2,3.7
39743,"Catron County, NM",county,35,003,2021,6.2,8.1
39744,"Chaves County, NM",county,35,005,2020,7.8,3.7
39745,"Chaves County, NM",county,35,005,2021,7.1,8.1
39746,"Cibola County, NM",county,35,006,2020,8.9,3.7
39747,"Cibola County, NM",county,35,006,2021,9.3,8.1
39748,"Colfax County, NM",county,35,007,2020,6.9,3.7
39749,"Colfax County, NM",county,35,007,2021,5.9,8.1
39750,"Curry County, NM",county,35,009,2020,5.3,3.7
39751,"Curry County, NM",county,35,009,2021,4.9,8.1
39752,"De Baca County, NM",county,35,011,2020,4.6,3.7
39753,"De Baca County, NM",county,35,011,2021,5.1,8.1
39754,"Dona Ana County, NM",county,35,013,2020,8.0,3.7
39755,"Dona Ana County, NM",county,35,013,2021,6.6,8.1
39756,"Eddy County, NM",county,35,015,2020,6.6,3.7
39757,"Eddy County, NM",county,35,015,2021,6.4,8.1
39758,"Grant County, NM",county,35,017,2020,8.7,3.7
39759,"Grant County, NM",county,35,017,2021,7.3,8.1
39760,"Guadalupe County, NM",county,35,019,2020,6.6,3.7
39761,"Guadalupe County, NM",county,35,019,2021,7.0,8.1
39762,"Harding County, NM",county,35,021,2020,4.0,3.7
39763,"Harding County, NM",county,35,021,2021,4.6,8.1
39764,"Hidalgo County, NM",county,35,023,2020,5.6,3.7
39765,"Hidalgo County, NM",county,35,023,2021,5.4,8.1
39766,"Lea County, NM",county,35,025,2020,10.7,3.7
39767,"Lea County, NM",county,35,025,2021,9.6,8.1
39768,"Lincoln County, NM",county,35,027,2020,8.7,3.7
39769,"Lincoln County, NM",county,35,027,2021,7.5,8.1
39770,"Los Alamos County, NM",county,35,028,2020,3.6,3.7
39771,"Los Alamos County, NM",county,35,028,2021,3.0,8.1
39772,"Luna County, NM",county,35,029,2020,15.7,3.7
39773,"Luna County, NM",county,35,029,2021,15.2,8.1
39774,"McKinley County, NM",county,35,031,2020,10.0,3.7
39775,"McKinley County, NM",county,35,031,2021,9.6,8.1
39776,"Mora County, NM",county,35,033,2020,7.8,3.7
39777,"Mora County, NM",county,35,033,2021,6.2,8.1
39778,"Otero County, NM",county,35,035,2020,8.1,3.7
39779,"Otero County, NM",county,35,035,2021,6.6,8.1
39780,"Quay County, NM",county,35,037,2020,7.2,3.7
39781,"Quay County, NM",county,35,037,2021,7.1,8.1
39782,"Rio Arriba County, NM",county,35,039,2020,7.8,3.7
39783,"Rio Arriba County, NM",county,35,039,2021,7.0,8.1
39784,"Roosevelt County, NM",county,35,041,2020,6.0,3.7
39785,"Roosevelt County, NM",county,35,041,2021,5.6,8.1
39786,"Sandoval County, NM",county,35,043,2020,8.1,3.7
39787,"Sandoval County, NM",county,35,043,2021,6.6,8.1
39788,"San Juan County, NM",county,35,045,2020,9.6,3.7
39789,"San Juan County, NM",county,35,045,2021,8.0,8.1
39790,"San Miguel County, NM",county,35,047,2020,7.9,3.7
39791,"San Miguel County, NM",county,35,047,2021,7.3,8.1
39792,"Santa Fe County, NM",county,35,049,2020,7.9,3.7
39793,"Santa Fe County, NM",county,35,049,2021,6.2,8.1
39794,"Sierra County, NM",county,35,051,2020,8.9,3.7
39795,"Sierra County, NM",county,35,051,2021,8.1,8.1
39796,"Socorro County, NM",county,35,053,2020,6.8,3.7
39797,"Socorro County, NM",county,35,053,2021,6.3,8.1
39798,"Taos County, NM",county,35,055,2020,11.1,3.7
39799,"Taos County, NM",county,35,055,2021,8.9,8.1
39800,"Torrance County, NM",county,35,057,2020,9.2,3.7
39801,"Torrance County, NM",county,35,057,2021,7.9,8.1
39802,"Union County, NM",county,35,059,2020,5.0,3.7
39803,"Union County, NM",county,35,059,2021,4.2,8.1
39804,"Valencia County, NM",county,35,061,2020,7.9,3.7
39805,"Valencia County, NM",county,35,061,2021,6.9,8.1
39806,"Albany County, NY",county,36,001,2020,6.9,3.7
39807,"Albany County, NY",county,36,001,2021,4.4,8.1
39808,"Allegany County, NY",county,36,003,2020,7.7,3.7
39809,"Allegany County, NY",county,36,003,2021,5.0,8.1
39810,"Bronx County, NY",county,36,005,2020,16.2,3.7
39811,"Bronx County, NY",county,36,005,2021,13.6,8.1
39812,"Broome County, NY",county,36,007,2020,8.3,3.7
39813,"Broome County, NY",county,36,007,2021,5.2,8.1
39814,"Cattaraugus County, NY",county,36,009,2020,9.1,3.7
39815,"Cattaraugus County, NY",county,36,009,2021,5.3,8.1
39816,"Cayuga County, NY",county,36,011,2020,7.6,3.7
39817,"Cayuga County, NY",county,36,011,2021,4.7,8.1
39818,"Chautauqua County, NY",county,36,013,2020,8.5,3.7
39819,"Chautauqua County, NY",county,36,013,2021,5.6,8.1
39820,"Chemung County, NY",county,36,015,2020,8.4,3.7
39821,"Chemung County, NY",county,36,015,2021,5.3,8.1
39822,"Chenango County, NY",county,36,017,2020,6.6,3.7
39823,"Chenango County, NY",county,36,017,2021,4.4,8.1
39824,"Clinton County, NY",county,36,019,2020,7.7,3.7
39825,"Clinton County, NY",county,36,019,2021,4.6,8.1
39826,"Columbia County, NY",county,36,021,2020,5.9,3.7
39827,"Columbia County, NY",county,36,021,2021,3.8,8.1
39828,"Cortland County, NY",county,36,023,2020,7.7,3.7
39829,"Cortland County, NY",county,36,023,2021,5.1,8.1
39830,"Delaware County, NY",county,36,025,2020,7.0,3.7
39831,"Delaware County, NY",county,36,025,2021,4.6,8.1
39832,"Dutchess County, NY",county,36,027,2020,7.3,3.7
39833,"Dutchess County, NY",county,36,027,2021,4.4,8.1
39834,"Erie County, NY",county,36,029,2020,9.1,3.7
39835,"Erie County, NY",county,36,029,2021,5.5,8.1
39836,"Essex County, NY",county,36,031,2020,7.9,3.7
39837,"Essex County, NY",county,36,031,2021,4.7,8.1
39838,"Franklin County, NY",county,36,033,2020,7.9,3.7
39839,"Franklin County, NY",county,36,033,2021,4.7,8.1
39840,"Fulton County, NY",county,36,035,2020,8.3,3.7
39841,"Fulton County, NY",county,36,035,2021,5.5,8.1
39842,"Genesee County, NY",county,36,037,2020,7.1,3.7
39843,"Genesee County, NY",county,36,037,2021,4.3,8.1
39844,"Greene County, NY",county,36,039,2020,8.0,3.7
39845,"Greene County, NY",county,36,039,2021,4.9,8.1
39846,"Hamilton County, NY",county,36,041,2020,7.7,3.7
39847,"Hamilton County, NY",county,36,041,2021,4.4,8.1
39848,"Herkimer County, NY",county,36,043,2020,7.9,3.7
39849,"Herkimer County, NY",county,36,043,2021,5.8,8.1
39850,"Jefferson County, NY",county,36,045,2020,8.4,3.7
39851,"Jefferson County, NY",county,36,045,2021,5.0,8.1
39852,"Kings County, NY",county,36,047,2020,12.6,3.7
39853,"Kings County, NY",county,36,047,2021,10.1,8.1
39854,"Lewis County, NY",county,36,049,2020,7.5,3.7
39855,"Lewis County, NY",county,36,049,2021,5.0,8.1
39856,"Livingston County, NY",county,36,051,2020,6.8,3.7
39857,"Livingston County, NY",county,36,051,2021,4.3,8.1
39858,"Madison County, NY",county,36,053,2020,7.5,3.7
39859,"Madison County, NY",county,36,053,2021,4.5,8.1
39860,"Monroe County, NY",county,36,055,2020,8.2,3.7
39861,"Monroe County, NY",county,36,055,2021,5.2,8.1
39862,"Montgomery County, NY",county,36,057,2020,8.4,3.7
39863,"Montgomery County, NY",county,36,057,2021,5.7,8.1
39864,"Nassau County, NY",county,36,059,2020,8.0,3.7
39865,"Nassau County, NY",county,36,059,2021,4.5,8.1
39866,"New York County, NY",county,36,061,2020,9.6,3.7
39867,"New York County, NY",county,36,061,2021,7.6,8.1
39868,"Niagara County, NY",county,36,063,2020,10.1,3.7
39869,"Niagara County, NY",county,36,063,2021,5.7,8.1
39870,"Oneida County, NY",county,36,065,2020,7.8,3.7
39871,"Oneida County, NY",county,36,065,2021,5.1,8.1
39872,"Onondaga County, NY",county,36,067,2020,8.0,3.7
39873,"Onondaga County, NY",county,36,067,2021,4.9,8.1
39874,"Ontario County, NY",county,36,069,2020,6.9,3.7
39875,"Ontario County, NY",county,36,069,2021,4.3,8.1
39876,"Orange County, NY",county,36,071,2020,8.0,3.7
39877,"Orange County, NY",county,36,071,2021,4.7,8.1
39878,"Orleans County, NY",county,36,073,2020,8.1,3.7
39879,"Orleans County, NY",county,36,073,2021,5.2,8.1
39880,"Oswego County, NY",county,36,075,2020,8.6,3.7
39881,"Oswego County, NY",county,36,075,2021,5.5,8.1
39882,"Otsego County, NY",county,36,077,2020,6.9,3.7
39883,"Otsego County, NY",county,36,077,2021,4.4,8.1
39884,"Putnam County, NY",county,36,079,2020,7.2,3.7
39885,"Putnam County, NY",county,36,079,2021,4.2,8.1
39886,"Queens County, NY",county,36,081,2020,12.6,3.7
39887,"Queens County, NY",county,36,081,2021,9.6,8.1
39888,"Rensselaer County, NY",county,36,083,2020,6.7,3.7
39889,"Rensselaer County, NY",county,36,083,2021,4.4,8.1
39890,"Richmond County, NY",county,36,085,2020,10.6,3.7
39891,"Richmond County, NY",county,36,085,2021,8.7,8.1
39892,"Rockland County, NY",county,36,087,2020,7.7,3.7
39893,"Rockland County, NY",county,36,087,2021,4.4,8.1
39894,"St. Lawrence County, NY",county,36,089,2020,7.9,3.7
39895,"St. Lawrence County, NY",county,36,089,2021,5.1,8.1
39896,"Saratoga County, NY",county,36,091,2020,6.4,3.7
39897,"Saratoga County, NY",county,36,091,2021,3.8,8.1
39898,"Schenectady County, NY",county,36,093,2020,7.7,3.7
39899,"Schenectady County, NY",county,36,093,2021,4.9,8.1
39900,"Schoharie County, NY",county,36,095,2020,6.8,3.7
39901,"Schoharie County, NY",county,36,095,2021,4.5,8.1
39902,"Schuyler County, NY",county,36,097,2020,8.3,3.7
39903,"Schuyler County, NY",county,36,097,2021,4.9,8.1
39904,"Seneca County, NY",county,36,099,2020,7.8,3.7
39905,"Seneca County, NY",county,36,099,2021,4.7,8.1
39906,"Steuben County, NY",county,36,101,2020,7.9,3.7
39907,"Steuben County, NY",county,36,101,2021,5.0,8.1
39908,"Suffolk County, NY",county,36,103,2020,8.1,3.7
39909,"Suffolk County, NY",county,36,103,2021,4.6,8.1
39910,"Sullivan County, NY",county,36,105,2020,8.4,3.7
39911,"Sullivan County, NY",county,36,105,2021,4.9,8.1
39912,"Tioga County, NY",county,36,107,2020,7.5,3.7
39913,"Tioga County, NY",county,36,107,2021,4.4,8.1
39914,"Tompkins County, NY",county,36,109,2020,5.8,3.7
39915,"Tompkins County, NY",county,36,109,2021,3.7,8.1
39916,"Ulster County, NY",county,36,111,2020,7.7,3.7
39917,"Ulster County, NY",county,36,111,2021,4.7,8.1
39918,"Warren County, NY",county,36,113,2020,8.1,3.7
39919,"Warren County, NY",county,36,113,2021,4.9,8.1
39920,"Washington County, NY",county,36,115,2020,6.9,3.7
39921,"Washington County, NY",county,36,115,2021,4.6,8.1
39922,"Wayne County, NY",county,36,117,2020,7.1,3.7
39923,"Wayne County, NY",county,36,117,2021,4.5,8.1
39924,"Westchester County, NY",county,36,119,2020,8.0,3.7
39925,"Westchester County, NY",county,36,119,2021,4.8,8.1
39926,"Wyoming County, NY",county,36,121,2020,7.2,3.7
39927,"Wyoming County, NY",county,36,121,2021,4.5,8.1
39928,"Yates County, NY",county,36,123,2020,6.3,3.7
39929,"Yates County, NY",county,36,123,2021,3.8,8.1
39930,"Alamance County, NC",county,37,001,2020,7.0,3.7
39931,"Alamance County, NC",county,37,001,2021,4.8,8.1
39932,"Alexander County, NC",county,37,003,2020,7.3,3.7
39933,"Alexander County, NC",county,37,003,2021,4.2,8.1
39934,"Alleghany County, NC",county,37,005,2020,7.1,3.7
39935,"Alleghany County, NC",county,37,005,2021,4.6,8.1
39936,"Anson County, NC",county,37,007,2020,7.4,3.7
39937,"Anson County, NC",county,37,007,2021,6.3,8.1
39938,"Ashe County, NC",county,37,009,2020,6.1,3.7
39939,"Ashe County, NC",county,37,009,2021,4.0,8.1
39940,"Avery County, NC",county,37,011,2020,6.1,3.7
39941,"Avery County, NC",county,37,011,2021,3.9,8.1
39942,"Beaufort County, NC",county,37,013,2020,6.1,3.7
39943,"Beaufort County, NC",county,37,013,2021,4.8,8.1
39944,"Bertie County, NC",county,37,015,2020,6.2,3.7
39945,"Bertie County, NC",county,37,015,2021,5.9,8.1
39946,"Bladen County, NC",county,37,017,2020,7.0,3.7
39947,"Bladen County, NC",county,37,017,2021,5.8,8.1
39948,"Brunswick County, NC",county,37,019,2020,8.5,3.7
39949,"Brunswick County, NC",county,37,019,2021,6.0,8.1
39950,"Buncombe County, NC",county,37,021,2020,8.1,3.7
39951,"Buncombe County, NC",county,37,021,2021,4.2,8.1
39952,"Burke County, NC",county,37,023,2020,7.0,3.7
39953,"Burke County, NC",county,37,023,2021,4.5,8.1
39954,"Cabarrus County, NC",county,37,025,2020,6.7,3.7
39955,"Cabarrus County, NC",county,37,025,2021,4.4,8.1
39956,"Caldwell County, NC",county,37,027,2020,7.7,3.7
39957,"Caldwell County, NC",county,37,027,2021,4.9,8.1
39958,"Camden County, NC",county,37,029,2020,5.4,3.7
39959,"Camden County, NC",county,37,029,2021,3.9,8.1
39960,"Carteret County, NC",county,37,031,2020,6.1,3.7
39961,"Carteret County, NC",county,37,031,2021,4.1,8.1
39962,"Caswell County, NC",county,37,033,2020,7.5,3.7
39963,"Caswell County, NC",county,37,033,2021,5.3,8.1
39964,"Catawba County, NC",county,37,035,2020,7.8,3.7
39965,"Catawba County, NC",county,37,035,2021,4.7,8.1
39966,"Chatham County, NC",county,37,037,2020,5.2,3.7
39967,"Chatham County, NC",county,37,037,2021,3.6,8.1
39968,"Cherokee County, NC",county,37,039,2020,7.7,3.7
39969,"Cherokee County, NC",county,37,039,2021,5.0,8.1
39970,"Chowan County, NC",county,37,041,2020,5.9,3.7
39971,"Chowan County, NC",county,37,041,2021,4.9,8.1
39972,"Clay County, NC",county,37,043,2020,7.2,3.7
39973,"Clay County, NC",county,37,043,2021,4.9,8.1
39974,"Cleveland County, NC",county,37,045,2020,7.6,3.7
39975,"Cleveland County, NC",county,37,045,2021,5.3,8.1
39976,"Columbus County, NC",county,37,047,2020,7.8,3.7
39977,"Columbus County, NC",county,37,047,2021,6.3,8.1
39978,"Craven County, NC",county,37,049,2020,6.3,3.7
39979,"Craven County, NC",county,37,049,2021,4.7,8.1
39980,"Cumberland County, NC",county,37,051,2020,9.1,3.7
39981,"Cumberland County, NC",county,37,051,2021,6.9,8.1
39982,"Currituck County, NC",county,37,053,2020,6.0,3.7
39983,"Currituck County, NC",county,37,053,2021,4.1,8.1
39984,"Dare County, NC",county,37,055,2020,9.7,3.7
39985,"Dare County, NC",county,37,055,2021,6.0,8.1
39986,"Davidson County, NC",county,37,057,2020,6.8,3.7
39987,"Davidson County, NC",county,37,057,2021,4.5,8.1
39988,"Davie County, NC",county,37,059,2020,6.5,3.7
39989,"Davie County, NC",county,37,059,2021,4.3,8.1
39990,"Duplin County, NC",county,37,061,2020,5.4,3.7
39991,"Duplin County, NC",county,37,061,2021,4.4,8.1
39992,"Durham County, NC",county,37,063,2020,6.2,3.7
39993,"Durham County, NC",county,37,063,2021,4.1,8.1
39994,"Edgecombe County, NC",county,37,065,2020,10.2,3.7
39995,"Edgecombe County, NC",county,37,065,2021,8.5,8.1
39996,"Forsyth County, NC",county,37,067,2020,7.2,3.7
39997,"Forsyth County, NC",county,37,067,2021,4.9,8.1
39998,"Franklin County, NC",county,37,069,2020,6.5,3.7
39999,"Franklin County, NC",county,37,069,2021,4.7,8.1
40000,"Gaston County, NC",county,37,071,2020,7.8,3.7
40001,"Gaston County, NC",county,37,071,2021,5.2,8.1
40002,"Gates County, NC",county,37,073,2020,5.6,3.7
40003,"Gates County, NC",county,37,073,2021,4.3,8.1
40004,"Graham County, NC",county,37,075,2020,9.6,3.7
40005,"Graham County, NC",county,37,075,2021,6.9,8.1
40006,"Granville County, NC",county,37,077,2020,5.6,3.7
40007,"Granville County, NC",county,37,077,2021,4.0,8.1
40008,"Greene County, NC",county,37,079,2020,5.5,3.7
40009,"Greene County, NC",county,37,079,2021,4.1,8.1
40010,"Guilford County, NC",county,37,081,2020,8.2,3.7
40011,"Guilford County, NC",county,37,081,2021,5.6,8.1
40012,"Halifax County, NC",county,37,083,2020,8.9,3.7
40013,"Halifax County, NC",county,37,083,2021,7.5,8.1
40014,"Harnett County, NC",county,37,085,2020,7.2,3.7
40015,"Harnett County, NC",county,37,085,2021,5.3,8.1
40016,"Haywood County, NC",county,37,087,2020,7.3,3.7
40017,"Haywood County, NC",county,37,087,2021,4.2,8.1
40018,"Henderson County, NC",county,37,089,2020,6.7,3.7
40019,"Henderson County, NC",county,37,089,2021,4.1,8.1
40020,"Hertford County, NC",county,37,091,2020,6.7,3.7
40021,"Hertford County, NC",county,37,091,2021,6.5,8.1
40022,"Hoke County, NC",county,37,093,2020,8.3,3.7
40023,"Hoke County, NC",county,37,093,2021,6.4,8.1
40024,"Hyde County, NC",county,37,095,2020,10.1,3.7
40025,"Hyde County, NC",county,37,095,2021,6.5,8.1
40026,"Iredell County, NC",county,37,097,2020,7.1,3.7
40027,"Iredell County, NC",county,37,097,2021,4.6,8.1
40028,"Jackson County, NC",county,37,099,2020,7.4,3.7
40029,"Jackson County, NC",county,37,099,2021,4.5,8.1
40030,"Johnston County, NC",county,37,101,2020,6.1,3.7
40031,"Johnston County, NC",county,37,101,2021,4.2,8.1
40032,"Jones County, NC",county,37,103,2020,5.5,3.7
40033,"Jones County, NC",county,37,103,2021,4.2,8.1
40034,"Lee County, NC",county,37,105,2020,7.8,3.7
40035,"Lee County, NC",county,37,105,2021,5.4,8.1
40036,"Lenoir County, NC",county,37,107,2020,6.0,3.7
40037,"Lenoir County, NC",county,37,107,2021,5.0,8.1
40038,"Lincoln County, NC",county,37,109,2020,6.3,3.7
40039,"Lincoln County, NC",county,37,109,2021,4.1,8.1
40040,"McDowell County, NC",county,37,111,2020,6.8,3.7
40041,"McDowell County, NC",county,37,111,2021,4.5,8.1
40042,"Macon County, NC",county,37,113,2020,6.5,3.7
40043,"Macon County, NC",county,37,113,2021,4.2,8.1
40044,"Madison County, NC",county,37,115,2020,6.7,3.7
40045,"Madison County, NC",county,37,115,2021,4.3,8.1
40046,"Martin County, NC",county,37,117,2020,6.7,3.7
40047,"Martin County, NC",county,37,117,2021,5.5,8.1
40048,"Mecklenburg County, NC",county,37,119,2020,7.5,3.7
40049,"Mecklenburg County, NC",county,37,119,2021,4.9,8.1
40050,"Mitchell County, NC",county,37,121,2020,7.5,3.7
40051,"Mitchell County, NC",county,37,121,2021,5.1,8.1
